sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,verdict,FileName,sample,user,FullName,id,fuzzy_n,desorb.Start.diff
2021-06-24T13:22:19Z,2021-06-24T23:05:06Z,2021-06-24T22:49:38Z,2021-06-24T22:49:38Z,Desorbed NA,8,6,NA,6,NA,928,,Bakeout_20210624_Tube_7.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/Bakeout_20210624_Tube_7.qgd,98ee7010-ecdf-4d51-bd81-3044059610e1,1,31.766666666666666
2021-06-24T13:22:19Z,2021-06-24T23:36:43Z,2021-06-24T23:21:24Z,2021-06-24T23:21:24Z,Desorbed NA,10,7,NA,7,NA,919,,Bakeout_20210624_Tube_8.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/Bakeout_20210624_Tube_8.qgd,98ee7010-ecdf-4d51-bd81-3044059610e1,1,31.616666666666667
2021-06-24T19:20:23Z,2021-06-25T02:26:19Z,2021-06-25T02:30:39Z,2021-06-25T02:26:19Z,Desorbed NA,3,1,NA,1,NA,260,,STD3uL0.0001rep1_20210624_1.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep1_20210624_1.qgd,751fb7e5-2cf0-49d6-8e43-ee444c50f0e9,1,169.6
2021-06-24T19:20:23Z,2021-06-25T02:56:52Z,2021-06-25T03:08:02Z,2021-06-25T02:56:52Z,Desorbed NA,4,2,NA,2,NA,670,,STD3uL0.001rep1_20210624_2.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep1_20210624_2.qgd,751fb7e5-2cf0-49d6-8e43-ee444c50f0e9,1,30.55
2021-06-24T19:20:23Z,2021-06-25T03:27:25Z,2021-06-25T03:38:32Z,2021-06-25T03:27:25Z,Desorbed NA,5,3,NA,3,NA,667,,STD3uL0.01rep1_20210624_3.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep1_20210624_3.qgd,751fb7e5-2cf0-49d6-8e43-ee444c50f0e9,1,30.55
2021-06-24T19:20:23Z,2021-06-25T03:57:54Z,2021-06-25T04:09:11Z,2021-06-25T03:57:54Z,Desorbed NA,6,4,NA,4,NA,677,,STD3uL0.1rep1_20210624_4.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep1_20210624_4.qgd,751fb7e5-2cf0-49d6-8e43-ee444c50f0e9,1,30.483333333333334
2021-06-28T14:09:40Z,2021-06-28T21:14:28Z,2021-06-28T21:17:37Z,2021-06-28T21:14:28Z,Desorbed NA,3,1,NA,1,NA,189,,STD3uL0.0001rep2_20210628_3.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep2_20210628_3.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,5356.566666666667
2021-06-28T14:09:40Z,2021-06-28T21:44:54Z,2021-06-28T21:56:08Z,2021-06-28T21:44:54Z,Desorbed NA,4,2,NA,2,NA,674,,STD3uL0.0001rep3_20210628_4.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep3_20210628_4.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,30.433333333333334
2021-06-28T14:09:40Z,2021-06-28T22:16:43Z,2021-06-28T22:27:47Z,2021-06-28T22:16:43Z,Desorbed NA,5,3,NA,3,NA,664,,STD3uL0.001rep2_20210628_5.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep2_20210628_5.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.816666666666666
2021-06-28T14:09:40Z,2021-06-28T22:48:30Z,2021-06-28T22:59:42Z,2021-06-28T22:48:30Z,Desorbed NA,6,4,NA,4,NA,672,,STD3uL0.001rep3_20210628_6.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep3_20210628_6.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.783333333333335
2021-06-28T14:09:40Z,2021-06-28T23:20:28Z,2021-06-28T23:31:42Z,2021-06-28T23:20:28Z,Desorbed NA,7,5,NA,5,NA,674,,STD3uL0.01rep2_20210628_7.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep2_20210628_7.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.966666666666665
2021-06-28T14:09:40Z,2021-06-28T23:52:18Z,2021-06-29T00:03:29Z,2021-06-28T23:52:18Z,NA NA,8,6,NA,6,NA,671,,STD3uL0.01rep3_20210628_8.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep3_20210628_8.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.833333333333332
2021-06-28T14:09:40Z,2021-06-29T00:23:46Z,2021-06-29T00:34:59Z,2021-06-29T00:23:46Z,Desorbed NA,9,7,NA,7,NA,673,,STD3uL0.1rep2_20210628_9.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep2_20210628_9.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.466666666666665
2021-06-28T14:09:40Z,2021-06-29T00:55:06Z,2021-06-29T01:06:25Z,2021-06-29T00:55:06Z,Desorbed NA,10,8,10,8,-2,679,,STD3uL0.1rep3_20210628_10.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep3_20210628_10.qgd,47bcdca4-ad0e-4464-aa1f-460925d474f4,1,31.333333333333332
2021-07-01T15:08:35Z,2021-07-01T22:13:24Z,2021-07-01T22:17:21Z,2021-07-01T22:13:24Z,Desorbed NA,2,1,NA,1,NA,237,,STD3uL0.0001rep1_20210701_2.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep1_20210701_2.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,4158.3
2021-07-01T15:08:35Z,2021-07-01T22:43:51Z,2021-07-01T22:55:05Z,2021-07-01T22:43:51Z,Desorbed NA,3,2,NA,2,NA,674,,STD3uL0.0001rep2_20210701_3.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep2_20210701_3.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,30.45
2021-07-01T15:08:35Z,2021-07-01T23:16:03Z,2021-07-01T23:27:11Z,2021-07-01T23:16:03Z,Desorbed NA,4,3,NA,3,NA,668,,STD3uL0.0001rep3_20210701_4.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.0001rep3_20210701_4.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.2
2021-07-01T15:08:35Z,2021-07-01T23:48:29Z,2021-07-01T23:59:32Z,2021-07-01T23:48:29Z,Desorbed NA,5,4,NA,4,NA,663,,STD3uL0.001rep1_20210701_5.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep1_20210701_5.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.43333333333333
2021-07-01T15:08:35Z,2021-07-02T00:21:01Z,2021-07-02T00:32:15Z,2021-07-02T00:21:01Z,Desorbed NA,6,5,NA,5,NA,674,,STD3uL0.001rep2_20210701_6.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep2_20210701_6.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.53333333333333
2021-07-01T15:08:35Z,2021-07-02T00:53:42Z,2021-07-02T01:04:57Z,2021-07-02T00:53:42Z,Desorbed NA,7,6,NA,6,NA,675,,STD3uL0.001rep3_20210701_7.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.001rep3_20210701_7.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.68333333333333
2021-07-01T15:08:35Z,2021-07-02T01:26:26Z,2021-07-02T01:37:39Z,2021-07-02T01:26:26Z,Desorbed NA,8,7,NA,7,NA,673,,STD3uL0.01rep1_20210701_8.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep1_20210701_8.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.733333333333334
2021-07-01T15:08:35Z,2021-07-02T01:58:50Z,2021-07-02T02:09:56Z,2021-07-02T01:58:50Z,Desorbed NA,9,8,NA,8,NA,666,,STD3uL0.01rep2_20210701_9.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep2_20210701_9.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.4
2021-07-01T15:08:35Z,2021-07-02T02:31:01Z,2021-07-02T02:42:13Z,2021-07-02T02:31:01Z,Desorbed NA,10,9,10,9,-1,672,,STD3uL0.01rep3_20210701_10.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.01rep3_20210701_10.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.18333333333333
2021-07-01T15:08:35Z,2021-07-02T03:03:51Z,2021-07-02T03:14:08Z,2021-07-02T03:03:51Z,Desorbed NA,11,10,11,10,-1,617,,STD3uL0.1rep1_20210701_11.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep1_20210701_11.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,32.833333333333336
2021-07-01T15:08:35Z,2021-07-02T03:34:44Z,2021-07-02T03:45:55Z,2021-07-02T03:34:44Z,Desorbed NA,12,11,12,11,-1,671,,STD3uL0.1rep2_20210701_12.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep2_20210701_12.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,30.883333333333333
2021-07-01T15:08:35Z,2021-07-02T04:06:17Z,2021-07-02T04:17:24Z,2021-07-02T04:06:17Z,Desorbed NA,13,12,13,12,-1,667,,STD3uL0.1rep3_20210701_13.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/STD3uL0.1rep3_20210701_13.qgd,b34ea435-a4f3-4770-b57d-ad770983017b,1,31.55
2021-07-05T09:46:36Z,2021-07-05T16:51:30Z,2021-07-05T16:50:35Z,2021-07-05T16:50:35Z,Desorbed NA,1,1,1,1,0,55,,Blank1_752021_01.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Blank1_752021_01.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,5085.216666666666
2021-07-05T09:46:36Z,2021-07-05T17:21:54Z,2021-07-05T17:33:03Z,2021-07-05T17:21:54Z,Desorbed NA,2,2,2,2,0,669,,3B838_200729_752021_02.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3B838_200729_752021_02.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,30.4
2021-07-05T09:46:36Z,2021-07-05T17:53:34Z,2021-07-05T18:04:46Z,2021-07-05T17:53:34Z,Desorbed NA,3,3,3,3,0,672,,3A641_200729_752021_03.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3A641_200729_752021_03.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,31.666666666666668
2021-07-05T09:46:36Z,2021-07-05T18:25:49Z,2021-07-05T18:37:00Z,2021-07-05T18:25:49Z,Desorbed NA,4,4,4,4,0,671,,3B618_200729_752021_04.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3B618_200729_752021_04.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.25
2021-07-05T09:46:36Z,2021-07-05T18:58:47Z,2021-07-05T19:09:52Z,2021-07-05T18:58:47Z,Desorbed NA,5,5,5,5,0,665,,3B828_200729_752021_05.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3B828_200729_752021_05.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.96666666666667
2021-07-05T09:46:36Z,2021-07-05T19:31:41Z,2021-07-05T19:42:48Z,2021-07-05T19:31:41Z,Desorbed NA,6,6,6,6,0,667,,3D881_200729_752021_06.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3D881_200729_752021_06.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.9
2021-07-05T09:46:36Z,2021-07-05T20:04:21Z,2021-07-05T20:15:32Z,2021-07-05T20:04:21Z,Desorbed NA,7,7,7,7,0,671,,3D895_200729_752021_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3D895_200729_752021_07.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.666666666666664
2021-07-05T09:46:36Z,2021-07-05T20:36:25Z,2021-07-05T20:47:26Z,2021-07-05T20:36:25Z,Desorbed NA,8,8,8,8,0,661,,5A180_200729_752021_08.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/5A180_200729_752021_08.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.06666666666667
2021-07-05T09:46:36Z,2021-07-05T21:08:31Z,2021-07-05T21:19:27Z,2021-07-05T21:08:31Z,Desorbed NA,9,9,9,9,0,656,,6A145_200729_752021_09.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/6A145_200729_752021_09.qgd,91822f38-ecc1-4392-a68f-21774b7ba2de,1,32.1
2021-07-05T15:04:18Z,2021-07-05T22:09:02Z,2021-07-05T22:12:23Z,2021-07-05T22:09:02Z,Desorbed NA,1,1,2,1,-1,201,,Blank1_752021_02.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Blank1_752021_02.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,60.516666666666666
2021-07-05T15:04:18Z,2021-07-05T22:39:27Z,2021-07-05T22:50:37Z,2021-07-05T22:39:27Z,Desorbed NA,2,2,2,2,0,670,,1A231_200701_752021_02.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/1A231_200701_752021_02.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.416666666666668
2021-07-05T15:04:18Z,2021-07-05T23:12:05Z,2021-07-05T23:23:14Z,2021-07-05T23:12:05Z,Desorbed NA,3,3,3,3,0,669,,1A244_200701_752021_03.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/1A244_200701_752021_03.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.63333333333333
2021-07-05T15:04:18Z,2021-07-05T23:44:56Z,2021-07-05T23:56:05Z,2021-07-05T23:44:56Z,Desorbed NA,4,4,4,4,0,669,,1A250_200701_752021_04.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/1A250_200701_752021_04.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.85
2021-07-05T15:04:18Z,2021-07-06T00:17:35Z,2021-07-06T00:28:43Z,2021-07-06T00:17:35Z,Desorbed NA,5,5,5,5,0,668,,1C64_200701_752021_05.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/1C64_200701_752021_05.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.65
2021-07-05T15:04:18Z,2021-07-06T00:50:18Z,2021-07-06T01:01:30Z,2021-07-06T00:50:18Z,Desorbed NA,6,6,6,6,0,672,,1D24_200701_752021_06.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/1D24_200701_752021_06.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.71666666666667
2021-07-05T15:04:18Z,2021-07-06T01:23:00Z,2021-07-06T01:34:05Z,2021-07-06T01:23:00Z,Desorbed NA,7,7,7,7,0,665,,3C174_200701_752021_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3C174_200701_752021_07.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.7
2021-07-05T15:04:18Z,2021-07-06T01:55:28Z,2021-07-06T02:06:39Z,2021-07-06T01:55:28Z,Desorbed NA,8,8,8,8,0,671,,3D886_200701_752021_08.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/3D886_200701_752021_08.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.46666666666667
2021-07-05T15:04:18Z,2021-07-06T02:27:47Z,2021-07-06T02:38:57Z,2021-07-06T02:27:47Z,Desorbed NA,9,9,9,9,0,670,,4A114_200701_752021_09.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/4A114_200701_752021_09.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.31666666666667
2021-07-05T15:04:18Z,2021-07-06T02:59:40Z,2021-07-06T03:10:41Z,2021-07-06T02:59:40Z,Desorbed NA,10,10,10,10,0,661,,4B576_200701_752021_10.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/4B576_200701_752021_10.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.883333333333333
2021-07-05T15:04:18Z,2021-07-06T03:32:09Z,2021-07-06T03:42:24Z,2021-07-06T03:32:09Z,Desorbed NA,11,11,11,11,0,615,,Bakeout_752021_11.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_11.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,32.483333333333334
2021-07-05T15:04:18Z,2021-07-06T04:02:48Z,2021-07-06T04:13:59Z,2021-07-06T04:02:48Z,Desorbed NA,12,12,12,12,0,671,,Bakeout_752021_12.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_12.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.65
2021-07-05T15:04:18Z,2021-07-06T04:34:25Z,2021-07-06T04:45:30Z,2021-07-06T04:34:25Z,Desorbed NA,13,13,13,13,0,665,,Bakeout_752021_13.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_13.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.616666666666667
2021-07-05T15:04:18Z,2021-07-06T05:05:46Z,2021-07-06T05:16:55Z,2021-07-06T05:05:46Z,Desorbed NA,14,14,14,14,0,669,,Bakeout_752021_14.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_14.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.35
2021-07-05T15:04:18Z,2021-07-06T05:37:06Z,2021-07-06T05:48:12Z,2021-07-06T05:37:06Z,Desorbed NA,15,15,15,15,0,666,,Bakeout_752021_15.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_15.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.333333333333332
2021-07-05T15:04:18Z,2021-07-06T06:08:17Z,2021-07-06T06:19:12Z,2021-07-06T06:08:17Z,Desorbed NA,16,16,16,16,0,655,,Bakeout_752021_16.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_16.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.183333333333334
2021-07-05T15:04:18Z,2021-07-06T06:39:15Z,2021-07-06T06:50:24Z,2021-07-06T06:39:15Z,Desorbed NA,17,17,17,17,0,669,,Bakeout_752021_17.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_17.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.966666666666665
2021-07-05T15:04:18Z,2021-07-06T07:10:19Z,2021-07-06T07:21:29Z,2021-07-06T07:10:19Z,Desorbed NA,18,18,18,18,0,670,,Bakeout_752021_18.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_18.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.066666666666666
2021-07-05T15:04:18Z,2021-07-06T07:41:15Z,2021-07-06T07:52:25Z,2021-07-06T07:41:15Z,Desorbed NA,19,19,19,19,0,670,,Bakeout_752021_19.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_19.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.933333333333334
2021-07-05T15:04:18Z,2021-07-06T08:12:14Z,2021-07-06T08:23:25Z,2021-07-06T08:12:14Z,Desorbed NA,20,20,20,20,0,671,,Bakeout_752021_20.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_20.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.983333333333334
2021-07-05T15:04:18Z,2021-07-06T08:44:05Z,2021-07-06T08:54:17Z,2021-07-06T08:44:05Z,Desorbed NA,21,21,21,21,0,612,,Bakeout_752021_21.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_21.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,31.85
2021-07-05T15:04:18Z,2021-07-06T09:14:33Z,2021-07-06T09:25:31Z,2021-07-06T09:14:33Z,Desorbed NA,22,22,22,22,0,658,,Bakeout_752021_22.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_22.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.466666666666665
2021-07-05T15:04:18Z,2021-07-06T09:45:13Z,2021-07-06T09:56:22Z,2021-07-06T09:45:13Z,Desorbed NA,23,23,23,23,0,669,,Bakeout_752021_23.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_23.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.666666666666668
2021-07-05T15:04:18Z,2021-07-06T10:16:01Z,2021-07-06T10:27:10Z,2021-07-06T10:16:01Z,Desorbed NA,24,24,24,24,0,669,,Bakeout_752021_24.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_24.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.8
2021-07-05T15:04:18Z,2021-07-06T10:46:43Z,2021-07-06T10:57:54Z,2021-07-06T10:46:43Z,Desorbed NA,25,25,25,25,0,671,,Bakeout_752021_25.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2020/Bakeout_752021_25.qgd,1e9b0000-d0e6-4070-af9d-44424a3ebe74,1,30.7
2021-07-06T07:57:47Z,2021-07-06T15:02:43Z,2021-07-06T15:07:46Z,2021-07-06T15:02:43Z,Desorbed NA,1,1,1,1,0,303,,Blank1_762021_01.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Corydalis 2020/Blank1_762021_01.qgd,5de5e64f-0b81-4058-b517-678dea2bdf18,1,256
