sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,verdict,FileName,sample,user,FullName,id,fuzzy_n,desorb.Start.diff
2026-06-19T12:13:20Z,2026-06-19T20:53:56Z,2026-06-19T20:54:32Z,2026-06-19T20:53:56Z,Desorbed NA,7,5,4,4,1,36,,blank6_6192026_04.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank6_6192026_04.qgd,72b518cd-7be8-4f40-a753-adc16c3d985a,1,32.63333333333333
2026-06-19T12:13:20Z,2026-06-19T21:26:46Z,2026-06-19T21:27:21Z,2026-06-19T21:26:46Z,Desorbed NA,8,6,5,5,1,35,,blank7_6192026_05.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank7_6192026_05.qgd,72b518cd-7be8-4f40-a753-adc16c3d985a,1,32.833333333333336
2026-06-19T12:13:20Z,2026-06-19T21:59:50Z,2026-06-19T22:00:14Z,2026-06-19T21:59:50Z,Desorbed NA,9,7,6,6,1,24,,blank8_6192026_06.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank8_6192026_06.qgd,72b518cd-7be8-4f40-a753-adc16c3d985a,1,33.06666666666667
2026-06-19T12:13:20Z,2026-06-19T22:32:58Z,2026-06-19T22:33:30Z,2026-06-19T22:32:58Z,Desorbed NA,10,8,7,7,1,32,,blank9_6192026_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank9_6192026_07.qgd,72b518cd-7be8-4f40-a753-adc16c3d985a,1,33.13333333333333
2026-06-20T08:59:16Z,2026-06-20T07:19:04Z,NA,2026-06-20T07:19:04Z,NA NA,1,1,NA,1,NA,NA,,NA,,NA,NA,ce836479-a014-4d3c-b890-8c8961578744,1,526.1
2026-06-20T09:00:37Z,2026-06-20T16:05:10Z,2026-06-20T15:58:45Z,2026-06-20T15:58:45Z,Desorbed NA,1,1,1,1,0,385,,blank1_06202026_6202026_01.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank1_06202026_6202026_01.qgd,11ee46d6-bcbc-4612-b675-e703554c32e7,1,526.1
2026-06-20T09:00:37Z,NA,NA,NA,NA NA,3,2,NA,2,NA,NA,,NA,,NA,NA,11ee46d6-bcbc-4612-b675-e703554c32e7,1,NA
2026-06-20T09:17:39Z,2026-06-20T16:36:03Z,2026-06-20T16:36:14Z,2026-06-20T16:36:03Z,Desorbed NA,4,1,2,1,-1,11,,DC_STD3uL0.001redo_061926_6202026_02.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.001redo_061926_6202026_02.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,NA
2026-06-20T09:17:39Z,2026-06-20T17:08:08Z,2026-06-20T17:07:48Z,2026-06-20T17:07:48Z,Desorbed NA,11,2,3,2,-1,20,,blank11_6202026_03.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank11_6202026_03.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,32.083333333333336
2026-06-20T09:17:39Z,2026-06-20T17:39:04Z,2026-06-20T17:39:29Z,2026-06-20T17:39:04Z,Desorbed NA,12,3,4,3,-1,25,,blank12_6202026_04.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank12_6202026_04.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,30.933333333333334
2026-06-20T09:17:39Z,2026-06-20T18:11:03Z,2026-06-20T18:11:39Z,2026-06-20T18:11:03Z,Desorbed NA,13,4,5,4,-1,36,,blank13_6202026_05.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank13_6202026_05.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,31.983333333333334
2026-06-20T09:17:39Z,2026-06-20T18:43:26Z,2026-06-20T18:44:03Z,2026-06-20T18:43:26Z,Desorbed NA,14,5,6,5,-1,37,,blan14_6202026_06.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blan14_6202026_06.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,32.38333333333333
2026-06-20T09:17:39Z,2026-06-20T19:16:12Z,2026-06-20T19:16:48Z,2026-06-20T19:16:12Z,Desorbed NA,15,6,7,6,-1,36,,blank15_6202026_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank15_6202026_07.qgd,d9662b4b-d8f2-4f2d-8a50-75d83741cb09,1,32.766666666666666
2026-06-22T11:19:03Z,2026-06-22T18:23:44Z,2026-06-22T18:17:45Z,2026-06-22T18:17:45Z,Desorbed NA,1,1,1,1,0,359,,blank1_06232026_6222026_01.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank1_06232026_6222026_01.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,2827.5333333333333
2026-06-22T11:19:03Z,2026-06-22T18:54:12Z,2026-06-22T18:54:41Z,2026-06-22T18:54:12Z,Desorbed NA,3,2,2,2,0,29,,DC_STD3uL0.0001_062326_6222026_02.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.0001_062326_6222026_02.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,30.466666666666665
2026-06-22T11:19:03Z,2026-06-22T19:26:22Z,2026-06-22T19:26:58Z,2026-06-22T19:26:22Z,Desorbed NA,4,3,3,3,0,36,,DC_STD3uL0.001_062326_6222026_03.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.001_062326_6222026_03.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,32.166666666666664
2026-06-22T11:19:03Z,2026-06-22T19:59:03Z,2026-06-22T19:59:38Z,2026-06-22T19:59:03Z,Desorbed NA,5,4,4,4,0,35,,DC_STD3uL0.01_062326_6222026_04.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.01_062326_6222026_04.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,32.68333333333333
2026-06-22T11:19:03Z,2026-06-22T20:32:54Z,2026-06-22T20:32:24Z,2026-06-22T20:32:24Z,Desorbed NA,16,5,5,5,0,30,,blank16_6222026_05.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank16_6222026_05.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,33.85
2026-06-22T11:19:03Z,NA,NA,NA,NA NA,17,6,NA,6,NA,NA,,NA,,NA,NA,c8fecb30-203c-4267-97de-f155353e4920,1,NA
2026-06-22T11:19:03Z,NA,NA,NA,NA NA,18,7,NA,7,NA,NA,,NA,,NA,NA,c8fecb30-203c-4267-97de-f155353e4920,1,NA
2026-06-22T11:19:03Z,2026-06-22T21:05:03Z,2026-06-22T21:05:34Z,2026-06-22T21:05:03Z,Desorbed NA,19,8,6,6,2,31,,blank17_6222026_06.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank17_6222026_06.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,NA
2026-06-22T11:19:03Z,2026-06-22T21:38:00Z,2026-06-22T21:38:43Z,2026-06-22T21:38:00Z,Desorbed NA,20,9,7,7,2,43,,blank18_6222026_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank18_6222026_07.qgd,c8fecb30-203c-4267-97de-f155353e4920,1,32.95
2026-06-22T15:56:53Z,2026-06-22T23:01:24Z,2026-06-22T22:56:24Z,2026-06-22T22:56:24Z,Desorbed NA,3,1,1,1,0,300,,DC_STD3uL0.0001rep3_062226_6222026_01.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.0001rep3_062226_6222026_01.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,83.4
2026-06-22T15:56:53Z,2026-06-22T23:31:51Z,2026-06-22T23:32:25Z,2026-06-22T23:31:51Z,Desorbed NA,4,2,2,2,0,34,,DC_STD3uL0.001rep3_062226_6222026_02.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.001rep3_062226_6222026_02.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,30.45
2026-06-22T15:56:53Z,2026-06-23T00:04:32Z,2026-06-23T00:05:04Z,2026-06-23T00:04:32Z,Desorbed NA,5,3,3,3,0,32,,DC_STD3uL0.01rep3_062226_6222026_03.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.01rep3_062226_6222026_03.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,32.68333333333333
2026-06-22T15:56:53Z,2026-06-23T00:38:15Z,2026-06-23T00:38:41Z,2026-06-23T00:38:15Z,Desorbed NA,6,4,4,4,0,26,,DC_STD3uL0.0001rep4_062226_6222026_04.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.0001rep4_062226_6222026_04.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,33.71666666666667
2026-06-22T15:56:53Z,2026-06-23T01:11:05Z,2026-06-23T01:11:34Z,2026-06-23T01:11:05Z,Desorbed NA,7,5,5,5,0,29,,DC_STD3uL0.001rep4_062226_6222026_05.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.001rep4_062226_6222026_05.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,32.833333333333336
2026-06-22T15:56:53Z,2026-06-23T01:43:47Z,2026-06-23T01:44:24Z,2026-06-23T01:43:47Z,Desorbed NA,8,6,6,6,0,37,,DC_STD3uL0.01rep4_062226_6222026_06.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.01rep4_062226_6222026_06.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,32.7
2026-06-22T15:56:53Z,2026-06-23T02:17:54Z,2026-06-23T02:17:27Z,2026-06-23T02:17:27Z,Desorbed NA,17,7,7,7,0,27,,blank17_6222026_07.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank17_6222026_07.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,34.11666666666667
2026-06-22T15:56:53Z,2026-06-23T02:49:38Z,2026-06-23T02:50:16Z,2026-06-23T02:49:38Z,Desorbed NA,18,8,8,8,0,38,,blank18_6222026_08.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank18_6222026_08.qgd,e1bd1b17-9749-44bc-81f5-f7ec44a8972c,1,31.733333333333334
2026-07-03T10:29:28Z,2026-07-03T17:34:16Z,2026-07-03T17:28:57Z,2026-07-03T17:28:57Z,Desorbed NA,1,1,1,1,0,319,,blank_732026_01.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/blank_732026_01.qgd,1a70a9eb-0991-412f-9863-e8c8e57fc3ae,1,15284.633333333333
2026-07-03T10:29:28Z,2026-07-03T18:04:45Z,2026-07-03T18:05:15Z,2026-07-03T18:04:45Z,Desorbed NA,3,2,2,2,0,30,,DC_STD3uL0.0001rep5_070326_732026_02.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.0001rep5_070326_732026_02.qgd,1a70a9eb-0991-412f-9863-e8c8e57fc3ae,1,30.483333333333334
2026-07-03T10:29:28Z,2026-07-03T18:36:16Z,2026-07-03T18:36:48Z,2026-07-03T18:36:16Z,Desorbed NA,4,3,3,3,0,32,,DC_STD3uL0.001rep5_070326_732026_03.qgd,,Standards,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Test instrument runs/DC_STD3uL0.001rep5_070326_732026_03.qgd,1a70a9eb-0991-412f-9863-e8c8e57fc3ae,1,31.516666666666666
2026-07-06T11:47:30Z,2026-07-06T18:52:09Z,2026-07-06T18:46:58Z,2026-07-06T18:46:58Z,Desorbed NA,1,1,1,1,0,311,,blank_762026_01.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/blank_762026_01.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,4335.883333333333
2026-07-06T11:47:30Z,2026-07-06T19:22:42Z,2026-07-06T19:23:13Z,2026-07-06T19:22:42Z,Desorbed NA,3,2,2,2,0,31,,Lagg_273-26_5694D_06302026_762026_02.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_273-26_5694D_06302026_762026_02.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,30.55
2026-07-06T11:47:30Z,2026-07-06T19:55:15Z,2026-07-06T19:55:48Z,2026-07-06T19:55:15Z,Desorbed NA,4,3,3,3,0,33,,Lagg_275-26_5617D_06302026_762026_03.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_275-26_5617D_06302026_762026_03.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,32.55
2026-07-06T11:47:30Z,2026-07-06T20:28:18Z,2026-07-06T20:28:51Z,2026-07-06T20:28:18Z,Desorbed NA,5,4,4,4,0,33,,Lagg_285-26_5675D_06302026_762026_04.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_285-26_5675D_06302026_762026_04.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,33.05
2026-07-06T11:47:30Z,2026-07-06T21:01:41Z,2026-07-06T21:02:07Z,2026-07-06T21:01:41Z,Desorbed NA,6,5,5,5,0,26,,Lagg_289-26_1126D_06302026_762026_05.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_289-26_1126D_06302026_762026_05.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,33.38333333333333
2026-07-06T11:47:30Z,2026-07-06T21:34:18Z,2026-07-06T21:34:54Z,2026-07-06T21:34:18Z,Desorbed NA,7,6,6,6,0,36,,Lagg_258-26_5696D_06302026_762026_06.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_258-26_5696D_06302026_762026_06.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,32.61666666666667
2026-07-06T11:47:30Z,2026-07-06T22:07:19Z,2026-07-06T22:07:53Z,2026-07-06T22:07:19Z,Desorbed NA,8,7,7,7,0,34,,Lagg_272-26_5619D_06302026_762026_07.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_272-26_5619D_06302026_762026_07.qgd,159c96f2-2962-4037-901e-6ac7fe82656f,1,33.016666666666666
2026-07-06T11:47:30Z,NA,NA,NA,NA NA,9,8,NA,8,NA,NA,,NA,,NA,NA,159c96f2-2962-4037-901e-6ac7fe82656f,1,NA
2026-07-06T11:47:30Z,NA,NA,NA,NA NA,10,9,NA,9,NA,NA,,NA,,NA,NA,159c96f2-2962-4037-901e-6ac7fe82656f,1,NA
2026-07-06T15:52:58Z,2026-07-06T22:57:25Z,NA,2026-07-06T22:57:25Z,Desorbed NA,9,1,NA,1,NA,NA,,NA,,NA,NA,c9d98cd9-bc9d-4fd5-b79f-66392832be59,1,NA
2026-07-06T15:52:58Z,2026-07-06T23:27:58Z,2026-07-06T23:28:33Z,2026-07-06T23:27:58Z,Desorbed NA,10,2,9,2,-7,35,,Lagg_271-26_AMBFM_06302026_762026_09.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_271-26_AMBFM_06302026_762026_09.qgd,c9d98cd9-bc9d-4fd5-b79f-66392832be59,1,30.55
2026-07-08T09:46:02Z,2026-07-08T16:50:46Z,2026-07-08T16:45:20Z,2026-07-08T16:45:20Z,Desorbed NA,1,1,1,1,0,326,,blank_782026_01.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/blank_782026_01.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,2482.8
2026-07-08T09:46:02Z,2026-07-08T17:21:18Z,2026-07-08T17:21:51Z,2026-07-08T17:21:18Z,Desorbed NA,3,2,2,2,0,33,,Lagg_277-26_5698D_06302026_782026_02.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_277-26_5698D_06302026_782026_02.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,30.533333333333335
2026-07-08T09:46:02Z,2026-07-08T17:52:57Z,2026-07-08T17:53:26Z,2026-07-08T17:52:57Z,Desorbed NA,4,3,3,3,0,29,,Lagg_274-26_5674D_06302026_782026_03.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_274-26_5674D_06302026_782026_03.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,31.65
2026-07-08T09:46:02Z,2026-07-08T18:24:54Z,2026-07-08T18:25:30Z,2026-07-08T18:24:54Z,Desorbed NA,5,4,4,4,0,36,,Lagg_279-26_3117D_06302026_782026_04.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_279-26_3117D_06302026_782026_04.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,31.95
2026-07-08T09:46:02Z,2026-07-08T18:57:25Z,2026-07-08T18:58:00Z,2026-07-08T18:57:25Z,Desorbed NA,6,5,5,5,0,35,,Lagg_276-26_1134D_06302026_782026_05.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_276-26_1134D_06302026_782026_05.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.516666666666666
2026-07-08T09:46:02Z,2026-07-08T19:30:07Z,2026-07-08T19:30:38Z,2026-07-08T19:30:07Z,Desorbed NA,7,6,6,6,0,31,,Lagg_286-26_5625D_06302026_782026_06.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_286-26_5625D_06302026_782026_06.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.7
2026-07-08T09:46:02Z,2026-07-08T20:03:04Z,2026-07-08T20:03:34Z,2026-07-08T20:03:04Z,Desorbed NA,8,7,7,7,0,30,,Lagg_294-26_1142D_06302026_782026_07.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_294-26_1142D_06302026_782026_07.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.95
2026-07-08T09:46:02Z,2026-07-08T20:36:16Z,2026-07-08T20:36:35Z,2026-07-08T20:36:16Z,Desorbed NA,9,8,8,8,0,19,,Lagg_287-26_564D_06302026_782026_08.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_287-26_564D_06302026_782026_08.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,33.2
2026-07-08T09:46:02Z,2026-07-08T21:08:37Z,2026-07-08T21:09:12Z,2026-07-08T21:08:37Z,Desorbed NA,10,9,9,9,0,35,,Lagg_284-26_1014D_06302026_782026_09.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_284-26_1014D_06302026_782026_09.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.35
2026-07-08T09:46:02Z,2026-07-08T21:42:51Z,2026-07-08T21:42:26Z,2026-07-08T21:42:26Z,Desorbed NA,11,10,10,10,0,25,,Lagg_297-26_AMBAH_06302026_782026_10.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_297-26_AMBAH_06302026_782026_10.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,34.233333333333334
2026-07-08T09:46:02Z,2026-07-08T22:15:16Z,2026-07-08T22:15:40Z,2026-07-08T22:15:16Z,Desorbed NA,12,11,11,11,0,24,,Lagg_296-26_1111D_06302026_782026_11.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_296-26_1111D_06302026_782026_11.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.416666666666664
2026-07-08T09:46:02Z,2026-07-08T22:47:32Z,2026-07-08T22:48:10Z,2026-07-08T22:47:32Z,Desorbed NA,13,12,12,12,0,38,,Lagg_280-26_5683D_06302026_782026_12.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_280-26_5683D_06302026_782026_12.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.266666666666666
2026-07-08T09:46:02Z,2026-07-08T23:20:15Z,2026-07-08T23:20:58Z,2026-07-08T23:20:15Z,Desorbed NA,14,13,13,13,0,43,,Lagg_299-26_1130D_06302026_782026_13.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_299-26_1130D_06302026_782026_13.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.71666666666667
2026-07-08T09:46:02Z,2026-07-08T23:53:19Z,2026-07-08T23:53:49Z,2026-07-08T23:53:19Z,Desorbed NA,15,14,14,14,0,30,,Lagg_354-26_5609D_06302026_782026_14.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_354-26_5609D_06302026_782026_14.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,33.06666666666667
2026-07-08T09:46:02Z,2026-07-09T00:26:09Z,2026-07-09T00:26:41Z,2026-07-09T00:26:09Z,Leak-test failure High Pressure Leak Failure,16,15,15,15,0,32,,Lagg_324-26_1140D_06302026_782026_15.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_324-26_1140D_06302026_782026_15.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.833333333333336
2026-07-08T09:46:02Z,2026-07-09T00:58:59Z,2026-07-09T00:58:56Z,2026-07-09T00:58:56Z,Desorbed NA,17,16,16,16,0,3,,Lagg_265-26_1150D_06302026_782026_16.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_265-26_1150D_06302026_782026_16.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.833333333333336
2026-07-08T09:46:02Z,2026-07-09T01:31:47Z,2026-07-09T01:32:19Z,2026-07-09T01:31:47Z,Desorbed NA,18,17,17,17,0,32,,Lagg_327-26_1116D_06302026_782026_17.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_327-26_1116D_06302026_782026_17.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,32.8
2026-07-08T09:46:02Z,2026-07-09T02:05:06Z,2026-07-09T02:05:39Z,2026-07-09T02:05:06Z,Desorbed NA,19,18,18,18,0,33,,Lagg_260-26_1109D_06302026_782026_18.qgd,,Martin,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Ipomopsis 2026/Lagg_260-26_1109D_06302026_782026_18.qgd,e2d074af-1dd4-4d2e-8b27-586697d181f3,1,33.31666666666667
