index,sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,verdict,FileName,sample,user,FullName,id,fuzzy_n,desorb.Start.diff
31,2017-07-10T18:52:58Z,2017-07-11T01:55:49Z,2017-07-11T01:50:57Z,2017-07-11T01:50:57Z,NA NA,NA,1,NA,1,NA,292,startup,STD3uL0.1_07102017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.1_07102017.qgd,1f004f80-dd7a-4a3d-a490-aaa972d95a81,1,NA
32,2017-07-10T19:34:44Z,2017-07-11T02:37:36Z,2017-07-11T02:35:45Z,2017-07-11T02:35:45Z,NA NA,NA,1,NA,1,NA,111,startup,STD3uL0.01_07102017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07102017.qgd,823d57d2-d6a6-4750-ae17-2a9f27ada11e,1,2507
33,2017-07-11T11:51:06Z,2017-07-11T18:55:04Z,2017-07-11T19:03:22Z,2017-07-11T18:55:04Z,Desorbed NA,36,1,NA,1,NA,498,startup,blank 1.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/blank 1.qgd,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,58648
34,2017-07-11T11:51:06Z,NA,NA,NA,NA Leak Test Pressurise Failed,71,2,NA,2,NA,NA,leak-blank,NA,,,NA,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,NA
35,2017-07-11T11:51:06Z,NA,NA,NA,NA NA,36,3,NA,3,NA,NA,startup,NA,,,NA,aaca7987-663d-47d4-a742-4d1fc6bc2144,1,NA
36,2017-07-11T13:34:19Z,NA,NA,NA,NA NA,NA,1,NA,1,NA,NA,startup,NA,,,NA,024a8f45-1c71-464b-a05e-6c1848dc808c,1,NA
37,2017-07-11T14:35:42Z,2017-07-11T21:40:42Z,2017-07-11T21:27:30Z,2017-07-11T21:27:30Z,Desorbed NA,1,1,NA,1,NA,792,,STD3uL0.0001_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.0001_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
38,2017-07-11T14:35:42Z,2017-07-11T22:11:08Z,2017-07-11T22:13:10Z,2017-07-11T22:11:08Z,Desorbed NA,2,2,NA,2,NA,122,,STD3uL0.001_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1826
39,2017-07-11T14:35:42Z,2017-07-11T22:44:22Z,2017-07-11T22:46:24Z,2017-07-11T22:44:22Z,Desorbed NA,3,3,NA,3,NA,122,,STD3uL0.01_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1994
40,2017-07-11T14:35:42Z,2017-07-11T23:01:58Z,2017-07-11T22:46:24Z,2017-07-11T22:46:24Z,NA NA,4,4,NA,4,NA,934,,STD3uL0.01_07112017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.01_07112017.qgd,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1056
41,2017-07-11T14:35:42Z,NA,NA,NA,NA Leak Test Pressurise Failed,5,5,NA,5,NA,NA,leak-blank,NA,,,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
42,2017-07-11T14:35:42Z,2017-07-11T23:23:16Z,NA,2017-07-11T23:23:16Z,NA NA,6,6,NA,6,NA,NA,startup,NA,,,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,NA
43,2017-07-11T14:35:42Z,2017-07-11T23:42:02Z,NA,2017-07-11T23:42:02Z,NA NA,7,7,NA,7,NA,NA,startup,NA,,,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,1126
44,2017-07-11T14:35:42Z,2017-07-12T01:43:06Z,NA,2017-07-12T01:43:06Z,NA NA,8,8,NA,8,NA,NA,startup,NA,,,NA,5d2bab6a-257c-44af-8251-414ceb31ca61,1,7264.5
45,2017-07-11T20:39:45Z,2017-07-12T03:44:11Z,NA,2017-07-12T03:44:11Z,NA NA,6,1,NA,1,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,7264.5
46,2017-07-11T20:39:45Z,2017-07-12T04:02:13Z,NA,2017-07-12T04:02:13Z,NA NA,7,2,NA,2,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1082
47,2017-07-11T20:39:45Z,2017-07-12T04:20:24Z,NA,2017-07-12T04:20:24Z,NA NA,8,3,NA,3,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1091
48,2017-07-11T20:39:45Z,2017-07-12T04:38:45Z,NA,2017-07-12T04:38:45Z,NA NA,9,4,NA,4,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1101
49,2017-07-11T20:39:45Z,2017-07-12T04:57:10Z,NA,2017-07-12T04:57:10Z,NA NA,10,5,NA,5,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
50,2017-07-11T20:39:45Z,2017-07-12T05:15:35Z,NA,2017-07-12T05:15:35Z,NA NA,91,6,NA,6,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
51,2017-07-11T20:39:45Z,2017-07-12T05:33:58Z,NA,2017-07-12T05:33:58Z,NA NA,92,7,NA,7,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1103
52,2017-07-11T20:39:45Z,2017-07-12T05:52:23Z,NA,2017-07-12T05:52:23Z,NA NA,93,8,NA,8,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1105
53,2017-07-11T20:39:45Z,2017-07-12T06:10:49Z,NA,2017-07-12T06:10:49Z,NA NA,94,9,NA,9,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1106
54,2017-07-11T20:39:45Z,2017-07-12T06:29:23Z,NA,2017-07-12T06:29:23Z,NA NA,95,10,NA,10,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1114
55,2017-07-11T20:39:45Z,2017-07-12T06:47:53Z,NA,2017-07-12T06:47:53Z,NA NA,96,11,NA,11,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1110
56,2017-07-11T20:39:45Z,2017-07-12T07:06:25Z,NA,2017-07-12T07:06:25Z,NA NA,97,12,NA,12,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1112
57,2017-07-11T20:39:45Z,2017-07-12T07:24:51Z,NA,2017-07-12T07:24:51Z,NA NA,98,13,NA,13,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1106
58,2017-07-11T20:39:45Z,2017-07-12T07:43:18Z,NA,2017-07-12T07:43:18Z,NA NA,99,14,NA,14,NA,NA,startup,NA,,,NA,0146aa45-2fb0-48d9-8f05-516e8e130605,1,1107
59,2017-07-12T09:39:08Z,2017-07-12T16:42:46Z,2017-07-12T16:37:17Z,2017-07-12T16:37:17Z,Desorbed NA,1,1,NA,1,NA,329,,STD3uL0.001_07122017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,32368
60,2017-07-12T09:39:08Z,2017-07-12T17:13:13Z,2017-07-12T17:14:58Z,2017-07-12T17:13:13Z,Desorbed NA,2,2,NA,2,NA,105,,STD3uL0.0001_07122017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.0001_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1827
61,2017-07-12T09:39:08Z,2017-07-12T17:44:36Z,2017-07-12T17:46:32Z,2017-07-12T17:44:36Z,Desorbed NA,3,3,NA,3,NA,116,,VF1D07102017_07122017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF1D07102017_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1883
62,2017-07-12T09:39:08Z,2017-07-12T18:16:27Z,2017-07-12T18:18:22Z,2017-07-12T18:16:27Z,Desorbed NA,4,4,NA,4,NA,115,,VF207102017_07122017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF207102017_07122017.qgd,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,1911
63,2017-07-12T09:39:08Z,2017-07-12T19:53:23Z,NA,2017-07-12T19:53:23Z,NA NA,5,5,NA,5,NA,NA,skip-notrun,NA,,D Campbell : Longterm,NA,c397ddfb-b29d-480b-8a13-b6823a3fbb33,1,5816.5
64,2017-07-12T14:23:55Z,2017-07-12T21:30:20Z,2017-07-12T21:24:09Z,2017-07-12T21:24:09Z,Desorbed NA,1,1,NA,1,NA,371,,blank1.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank1.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,5816.5
65,2017-07-12T14:23:55Z,2017-07-12T22:00:52Z,2017-07-12T22:07:43Z,2017-07-12T22:00:52Z,Desorbed NA,1,2,NA,2,NA,411,,blank2.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank2.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1832
66,2017-07-12T14:23:55Z,2017-07-12T22:33:15Z,2017-07-12T22:40:03Z,2017-07-12T22:33:15Z,Desorbed NA,1,3,NA,3,NA,408,,blank3.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank3.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1943
67,2017-07-12T14:23:55Z,2017-07-12T23:06:00Z,2017-07-12T23:12:52Z,2017-07-12T23:06:00Z,Desorbed NA,1,4,NA,4,NA,412,,blank4.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank4.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1965
68,2017-07-12T14:23:55Z,2017-07-12T23:38:53Z,2017-07-12T23:45:36Z,2017-07-12T23:38:53Z,Desorbed NA,1,5,NA,5,NA,403,,blank5.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank5.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1973
69,2017-07-12T14:23:55Z,2017-07-13T00:01:58Z,NA,2017-07-13T00:01:58Z,Desorbed NA,1,6,NA,6,NA,NA,,NA,,D Campbell : Longterm,NA,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1385
70,2017-07-12T14:23:55Z,2017-07-13T00:43:14Z,2017-07-13T00:50:06Z,2017-07-13T00:43:14Z,Desorbed NA,1,7,NA,7,NA,412,,blank7.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank7.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,2476
71,2017-07-12T14:23:55Z,2017-07-13T01:05:45Z,2017-07-13T00:50:06Z,2017-07-13T00:50:06Z,Desorbed NA,1,8,NA,8,NA,939,,blank7.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank7.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1351
72,2017-07-12T14:23:55Z,2017-07-13T01:46:51Z,2017-07-13T01:53:39Z,2017-07-13T01:46:51Z,Desorbed NA,1,9,NA,9,NA,408,,blank9.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank9.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,2466
73,2017-07-12T14:23:55Z,2017-07-13T02:18:33Z,2017-07-13T02:25:21Z,2017-07-13T02:18:33Z,Desorbed NA,1,10,NA,10,NA,408,,blank10.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Bakeouts/blank10.qgd,9d057ac5-9fb9-4567-9aae-1b1f321f8774,1,1902
74,2017-07-13T08:58:31Z,2017-07-13T16:04:26Z,2017-07-13T15:59:16Z,2017-07-13T15:59:16Z,Desorbed NA,1,1,NA,1,NA,310,,BLANK_07132017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/BLANK_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,49553
75,2017-07-13T08:58:31Z,2017-07-13T16:19:11Z,NA,2017-07-13T16:19:11Z,Desorbed NA,1,2,NA,2,NA,NA,,NA,VF4D07102017_07132017.qgd,D Campbell : Longterm,NA,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,885
76,2017-07-13T08:58:31Z,2017-07-13T17:06:12Z,2017-07-13T17:08:10Z,2017-07-13T17:06:12Z,Desorbed NA,1,3,NA,3,NA,118,,VF5D07102017_07132017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF5D07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,2821
77,2017-07-13T08:58:31Z,2017-07-13T17:37:55Z,2017-07-13T17:39:48Z,2017-07-13T17:37:55Z,Desorbed NA,1,4,NA,4,NA,113,,VF6D07102017_07132017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF6D07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,1903
78,2017-07-13T08:58:31Z,2017-07-13T18:09:47Z,2017-07-13T18:11:47Z,2017-07-13T18:09:47Z,Desorbed NA,1,5,NA,5,NA,120,,VFAIR07102017_07132017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VFAIR07102017_07132017.qgd,e8964bf1-5c83-4a78-8046-50d7d712b75e,1,1912
79,2017-07-13T13:36:51Z,2017-07-13T20:41:40Z,2017-07-13T20:37:41Z,2017-07-13T20:37:41Z,Desorbed NA,1,1,NA,1,NA,239,,STD3uL0.001_07132017.qgd,,Standards,C:/GCMSsolution/Data/Project1/RMBL Data/STD3uL0.001_07132017.qgd,f6b19fb1-ce50-430f-90b1-eaa9ec8ea5d6,1,9113
80,2017-07-13T21:03:18Z,2017-07-14T04:08:10Z,2017-07-14T04:04:13Z,2017-07-14T04:04:13Z,Desorbed NA,1,1,NA,1,NA,237,,Pot10N_07132017.qgd,,,C:/GCMSsolution/Data/Project1/RMBL Data/Pot10N_07132017.qgd,c33a86bb-5c5c-4fab-8d52-0e681e11b7a1,1,26790
81,2017-07-13T21:03:18Z,2017-07-14T04:38:38Z,2017-07-14T04:40:35Z,2017-07-14T04:38:38Z,Desorbed NA,2,2,NA,2,NA,117,,PotaggN_07132017.qgd,,,C:/GCMSsolution/Data/Project1/RMBL Data/PotaggN_07132017.qgd,c33a86bb-5c5c-4fab-8d52-0e681e11b7a1,1,1828
82,2017-07-14T13:57:53Z,2017-07-14T21:02:43Z,2017-07-14T20:58:29Z,2017-07-14T20:58:29Z,Desorbed NA,1,1,NA,1,NA,254,,Blank_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank_07142017.qgd,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,59045
83,2017-07-14T13:57:53Z,2017-07-14T21:33:10Z,2017-07-14T21:35:11Z,2017-07-14T21:33:10Z,Desorbed NA,2,2,NA,2,NA,121,,VF4D07142017_07142017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF4D07142017_07142017.qgd,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,1827
84,2017-07-14T13:57:53Z,2017-07-14T23:37:14Z,NA,2017-07-14T23:37:14Z,NA NA,3,3,NA,3,NA,NA,skip-notrun,NA,,D Campbell : Longterm,NA,49a459ca-9e40-4c6e-9402-df23872e3ca9,1,7444.5
85,2017-07-14T18:29:34Z,2017-07-15T01:41:19Z,2017-07-15T01:29:33Z,2017-07-15T01:29:33Z,Desorbed NA,1,1,NA,1,NA,706,,Blank2_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank2_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,7444.5
86,2017-07-14T18:29:34Z,2017-07-15T02:11:50Z,2017-07-15T02:13:55Z,2017-07-15T02:11:50Z,Desorbed NA,3,2,NA,2,NA,125,,VF6D07142017_07142017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF6D07142017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1831
87,2017-07-14T18:29:34Z,2017-07-15T02:43:00Z,2017-07-15T02:45:07Z,2017-07-15T02:43:00Z,Desorbed NA,4,3,NA,3,NA,127,,VF7D07102017_07142017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF7D07102017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1870
88,2017-07-14T18:29:34Z,2017-07-15T03:14:24Z,2017-07-15T03:16:34Z,2017-07-15T03:14:24Z,Desorbed NA,5,4,NA,4,NA,130,,VF7D07142017_07142017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF7D07142017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1884
89,2017-07-14T18:29:34Z,2017-07-15T03:45:52Z,2017-07-15T03:47:51Z,2017-07-15T03:45:52Z,Desorbed NA,6,5,NA,5,NA,119,,VF9D07102017_07142017.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF9D07102017_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1888
90,2017-07-14T18:29:34Z,2017-07-15T04:17:10Z,2017-07-15T04:19:20Z,2017-07-15T04:17:10Z,Desorbed NA,7,6,NA,6,NA,130,,VF9D07142017_07140217.qgd,,D Campbell : Longterm,C:/GCMSsolution/Data/Project1/RMBL Data/VF9D07142017_07140217.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1878
91,2017-07-14T18:29:34Z,2017-07-15T04:48:38Z,2017-07-15T04:50:49Z,2017-07-15T04:48:38Z,Desorbed NA,8,7,NA,7,NA,131,,Blank3_07142017.qgd,,Blank,C:/GCMSsolution/Data/Project1/RMBL Data/Blank3_07142017.qgd,49cfd7a0-2ccc-4bfd-b1f4-e6cecf30e616,1,1888
